SMILES,score,lambda_nm,qed,sa,scscore,rascore,clean,step,pass_baseline,pass_sa,pass_scscore,pass_synth
CCCCCc1ccc2c(c1)C(C)(CC)c1ccc(N=Cc3ccc([N+](=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)CC)cc3)cc1N2c1ccc(-c2ccc(N=Nc3ccc(N4c5ccccc5C(=CC=Cc5ccc(N(C)C)cc5)c5ccccc54)cc3)cc2)cc1,0.8768361,464.5135,0.0311,5.4096,4.803413320221814,,True,32,True,False,False,False
CCN1c2ccccc2C(N(Cc2ccc(N(C)c3ccccc3)cc2)c2ccc(N=C(C#N)C#N)cc2)c2cc(C=Cc3ccc(N(C)C)cc3)ccc21,0.9045077,474.9967,0.0981,3.9457,4.4459131016509215,,True,32,True,True,False,False
COc1ccc(-c2c3ccc(-c4ccccc4)cc3cc3cc4ccccc4cc23)cc1,0.9319588,479.5227,0.2658,2.0369,3.4173818821288644,,True,32,True,True,False,False
CN(C)c1ccc(C=Nc2ccc(N=Nc3ccc(C=Nc4ccc5ccccc5c4N=Nc4ccc(N=Nc5ccc(C(=O)c6ccc(N=Nc7ccc(N8CCN(c9ccc(N=Nc%10ccc(N=Nc%11ccc([N+](=O)[O-])cc%11)cc%10)cc9)CC8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8602009,475.2605,0.021,4.8409,4.152693614724824,,True,32,True,False,False,False
N#Cc1ccc(C=c2sc(=N)n3c(=Cc4ccc(N5CCCC5)c(F)c4)c(=O)n(-c4ccc(-c5ccccc5)cc4)nc23)cc1,0.9391593,474.1296,0.2989,3.1864,4.861902956355726,,True,32,True,True,False,False
Nc1ccc(C(N=Nc2ccc(NC3NCSc4ccccc43)cc2)=C2C(=O)Nc3ccccc32)cc1,0.9219251,467.1582,0.1386,3.6814,4.4409838360086695,,True,33,True,True,False,False
CN(C)c1ccc(C=Nc2ccc(N=Nc3ccc(C=Nc4ccc(-c5c(C=Cc6cnc(-c7ccccc7)nc6)cc(N(C)C)c6ccccc56)cc4)cc3)cc2)cc1,0.9091697,450.2718,0.0913,3.5486,4.633527335602524,,True,33,True,True,False,False
Nc1ccc(N=Nc2ccc(N=Nc3ccc(N=Nc4ccc(C=Nc5ccc(N=Nc6ccc(C=Cc7ccccc7N7C=CC=CC7)cc6)cc5)cc4)cc3)cc2)cc1,0.8938413,470.0043,0.0537,3.7608,3.535968119975774,,True,33,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(C=Nc5ccc(Nc6ccc(-c7ccc8ccc(F)cc8c7)cc6)cc5)cc4)cc3)cc2)cc1,0.8999353,469.6882,0.0614,3.1382,3.7142780913833993,,True,33,True,True,False,False
CN(C)c1ccc(C(=O)c2ccccc2N(c2ccccc2)c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,0.940438,455.9005,0.2161,2.4866,3.5703361424538724,,True,33,True,True,False,False
CN(CCNC(=O)c1cc(C#N)c(N=Nc2ccc(N)cc2)cc1Nc1ccccc1)c1ncsc1C#N,0.9341011,454.7784,0.194,3.2203,4.64657865523362,,True,33,True,True,False,False
N#CC(=C1C(=Cc2ccc(-c3ccc(N=N)c4ccccc34)c3ccccc23)C(=C(c2ccccc2)c2ccccc2)c2c1ccc1ccccc21)c1ccccc1,0.9249022,458.6816,0.134,3.3789,3.695920598766629,,True,33,True,True,False,False
CN(C)c1ccc(C=Cc2ccc(N=Nc3ccc(-c4nc(-c5ccc(N=Nc6ccccc6)cc5)cs4)cc3)cc2)cc1,0.9218873,452.7704,0.1241,2.8523,3.771678188027428,,True,33,True,True,False,False
COc1ccc(-c2cc(OC)cc3c(C=Cc4ccc(N=Nc5ccc(N=Nc6ccc(N=Cc7ccc(N8c9ccccc9C(C)(C)c9ccccc98)cc7)cc6)cc5)cc4)c4c(cc23)CCCO4)cc1,0.9027163,454.5428,0.0693,4.0063,4.401494175911714,,True,33,True,False,False,False
C(=Nc1ccc(N2CCOCC2)cc1)c1ccc(N=Nc2ccc(N=Nc3ccc(N=Nc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.911178,471.9248,0.0996,3.1376,2.601693637658692,,True,33,True,True,True,True
C(c1ccc(OCc2cccc3ccccc23)cc1)=c1cc(-c2ccccc2)c2nc3ccccc3n2c1=Cc1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,0.9167633,470.1955,0.1223,3.5587,4.763625679605783,,True,33,True,True,False,False
CC[n+]1ccc(-c2ccc(N=Nc3c(C=Nc4ccc(-c5ccc(N=Nc6ccccc6)c(OC)c5)cc4)ccc4ccccc34)cc2)cc1,0.89748,478.2215,0.0823,3.304,3.253122378488675,,True,34,True,True,False,False
CN(C)c1ccc(N=Nc2ccc(N=Nc3ccc(N4CCCCC4)cc3)cc2)cc1,0.9502227,473.3979,0.3919,2.5136,2.853902011967421,,True,34,True,True,True,True
CN(C)c1ccc(C=Cc2nc3cc(N=Cc4sc(-c5ccc(C=Cc6ccc(N=[N+]=[N-])cc6)s5)cc4-c4ccccc4)ccc3c(C#N)c2-c2ccc(N=Cc3ccc(N4CC=Cc5ccccc54)cc3)cc2)cc1,0.8800639,477.0728,0.0467,4.4405,4.999993826880653,,True,34,True,False,False,False
COc1cc(CNC(C)=O)ccc1NC(=O)c1ccc(N=Nc2ccc(N3CCCC3)cc2)cc1,0.9570415,451.3082,0.4182,2.3424,4.369499909959023,,True,34,True,True,False,False
CN(C)c1ccc(N=Nc2ccc(NC(=O)c3ccc(N=Nc4ccc(N=Cc5ccc(N=Nc6ccc(N=Cc7ccc(C#N)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.9108328,468.1392,0.0913,3.4083,3.405887779318805,,True,34,True,True,False,False
CN(c1ccccc1C=Cc1ccc(N=Cc2ccc(N=Nc3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1)S(C)(=O)=O,0.893084,468.2399,0.0464,3.2279,3.840372104959049,,True,34,True,True,False,False
Cc1cc(N=Nc2ccc(C=Cc3ccc(N=Cc4ccc(N=Nc5ccc(N(C)C)cc5)cc4)cc3)cc2)ccc1N=Nc1ccc(C=Cc2ccc(N=Nc3ccc(N=Cc4c5ccccc5cc5ccccc45)cc3)cc2N(C)C)cc1,0.8817762,469.7179,0.0367,4.3571,4.572911395366855,,True,34,True,False,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(O)c(C=Cc4ccc([N+](=O)[O-])o4)c3)cc2)cc1,0.9131984,479.1982,0.1518,3.0841,2.912299126387495,,True,34,True,True,True,True
CN(C)c1ccc(C=Nc2ccc(C=Cc3cc4cc(-c5ccc(C=Cc6ccc(Br)cc6)cc5)ccc4n3Cc3ccc(-c4nn(-c5ccc(N=Cc6ccc(N=Nc7ccc([N+](=O)[O-])cc7)c([N+](=O)[O-])c6)cc5)c(=O)c5ccccc45)cc3)cc2)cc1,0.8767834,457.0111,0.027,4.5295,4.844784302518221,,True,35,True,False,False,False
COc1ccc(N=Nc2ccc(N(c3ccccc3)c3ccccc3)cc2)c([N+](=O)[O-])c1,0.9361414,458.9007,0.1748,2.3729,2.4331712516371944,,True,35,True,True,True,True
Cc1cc(C)cc(NC(=O)c2c(C=Cc3ccc(N=Nc4ccc(-c5ccc(N=Nc6ccccc6)cc5)cc4C=Cc4ccc(N(C)C)cc4)cc3)ccc3c(N=Nc4ccc(-c5ccc(N=Nc6ccc([N+](=O)[O-])cc6)cc5)cc4)cccc23)c1,0.882437,470.5858,0.039,4.4374,4.363761307279651,,True,35,True,False,False,False
c1ccc(N=Nc2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12ccc(N(c%13ccccc%13)c%13ccccc%13)cc%12)cc%11)cc%10)s9)s8)cc7)s6)s5)s4)s3)cc2)cc1,0.914439,457.3517,0.094,3.4274,4.10308297981859,,True,35,True,True,False,False
C=COc1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccc(C=Cc5ccc(N=Nc6ccc(CSc7ccc(N=Nc8ccc(-c9ccc(N=Nc%10ccc%11ccccc%11c%10)cn9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8842591,463.5827,0.0344,4.1621,4.023535394180194,,True,35,True,False,False,False
C(=Cc1ccc(-c2ccc(-c3ccc(N4C=c5c(sc6ccc(N(c7ccccc7)c7ccccc7)cc56)=CC=C4c4ccc(-c5ccccc5)cc4)cc3)s2)s1)c1ccc(-c2ccccc2)cc1,0.9225993,459.903,0.1275,3.7406,4.997002347659562,,True,35,True,True,False,False
CCCCN(CC)c1ccc(C=C(C#N)c2ccc(N=Nc3ccc(-n4c5ccccc5c5cc(-c6ccccc6)nc(-c6ccccc6)c54)cc3)cc2)cc1,0.9028276,470.8715,0.0715,3.2087,4.998977955424943,,True,35,True,True,False,False
COc1ccc(C=Cc2ccc(N=Nc3ccc(C=Nc4ccc(C=Cc5ccc(C=Nc6ccc(C=C[n+]7ccc(C=Cc8cnn(-c9ccc(N=Nc%10ccc(C=Cc%11ccc(N=Nc%12ccccc%12)cc%11)cc%10)cc9)c8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8793866,460.9614,0.029,4.5386,3.0056261965046898,,True,35,True,False,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(C=Nc4ccc(C=Cc5ccc(N=Nc6ccc(C=Cc7ccc(N=Nc8ccc(N=Nc9ccc(N=Nc%10ccc(C=Cc%11ccc(N=Nc%12ccc(-c%13ccc([N+](=O)[O-])cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8640195,466.6389,0.0177,4.564,2.979367840658504,,True,36,True,False,True,False
[C-]#[N+]c1ccc(C=Cc2cc([CH])cc3c4ccccc4c4ccccc4c23)cc1,0.9161266,479.5451,0.1695,2.9333,3.7990236817219047,,True,36,True,True,False,False
CSc1ccc(C=CC(=O)c2ccc(N=Cc3ccc(N=Nc4ccc(N=Nc5ccccc5)cc4)c4ccccc34)cc2)cc1,0.8862247,477.6136,0.0505,3.0625,3.365758619800925,,True,36,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(NC3(c4ccc(N=Nc5ccccc5)cc4)OC=C=C3c3ccc([N+](=O)[O-])cc3)cc2)cc1,0.9000004,471.045,0.0718,3.9868,3.567873312906876,,True,36,True,True,False,False
N#Cc1cc(C=Nc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)ccc1N=Nc1ccccc1,0.9284292,462.91,0.1476,2.9835,2.593723653946789,,True,36,True,True,True,True
COc1ccc(C=Cc2ccc(N=Nc3ccc(N=Nc4ccc(N=Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1N=Nc1ccccc1,0.9027352,455.5437,0.0622,3.3306,3.3588042432288208,,True,36,True,True,False,False
CN(C)c1ccc(N=Nc2cccc3ccc(N)cc23)cc1,0.9683526,457.0507,0.5505,2.3252,2.71513515181361,,True,36,True,True,True,True
O=[N+]([O-])c1ccc(-c2ccc(N=Nc3ccc(N=Cc4ccc(-c5ccc([N+](=O)[O-])cc5[N+](=O)[O-])c([N+](=O)[O-])c4)cc3)cc2)cc1,0.9047126,464.5327,0.0637,2.9552,3.5779660031777976,,True,37,True,True,False,False
O=C(C=Cc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1)Nc1ccccc1N=Nc1c(O)c(C=Cc2ccc([N+](=O)[O-])cc2)cc2ccccc12,0.8910244,465.1281,0.0417,3.508,3.810010078776555,,True,37,True,True,False,False
CN(C)c1ccc(C=C2C=C(c3ccc(N(C)C)cc3)Nc3c2ccc2ccc(-c4ccc(-c5ccc(-c6cc7c(s6)-c6ccccc6C7=O)nc5)s4)cc32)cc1,0.9299123,464.8433,0.1747,3.61,4.996993418142794,,True,37,True,True,False,False
CCCn1c(=O)c(N=NC(=O)c2ccc(NC(=O)c3ccccc3)cc2)c(Oc2ccc(-c3ccc(C#N)cc3)cc2)c2ccccc21,0.930761,463.7487,0.1595,2.8386,4.959983386671679,,True,37,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4csc(-c5ccc(-c6ccc(N=Nc7ccc(N=Nc8ccc([N+](=O)[O-])cc8)cc7)cc6)o5)n4)cc3)cc2)cc1,0.8985874,470.7879,0.0627,3.4221,3.695899455548925,,True,37,True,True,False,False
N#Cc1ccc(-c2ccc(C=Cc3ccc(N=Nc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9344639,459.5979,0.1655,2.4734,2.597608778299105,,True,37,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(-c6nc7ccc(C=Cc8ccc(N=Cc9ccc(N=Nc%10ccccc%10)cc9)cc8)cc7s6)cc5)cc4)cc3)cc2)cc1,0.8840983,455.9146,0.0328,3.8024,4.084924151671146,,True,37,True,True,False,False
N#CC(=Cc1ccc(-c2ccc(C=Nc3cccc4c3CCCC4)s2)s1)c1ccc(N=Cc2ccc(N=Nc3ccccc3)cc2)cc1,0.9089121,468.7885,0.0866,3.4128,4.625477623478314,,True,37,True,True,False,False
CCCc1cc(C=Cc2ccc(-c3ccc(N=Nc4ccccc4)cc3)cc2)cc(N=Nc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)n1,0.9158353,468.2831,0.1087,3.318,4.079941211960094,,True,37,True,True,False,False
O=[N+]([O-])c1ccc(-c2ccc(-c3ccc(N=Nc4ccc(-c5nc6ncc(Cl)cc6n5-c5ccc(-c6ccc(N=Cc7ccccc7)cc6)cc5S(=O)(=O)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1,0.8941076,451.4901,0.0516,3.6852,4.76171052902586,,True,37,True,True,False,False
O=[N+]([O-])c1ccc(C=Cc2cccc(C=Cc3ccc(C=Cc4ccc(N=Cc5ccc(N6CCN=C(N=Nc7ccc([N+](=O)[O-])cc7)C6)cc5)cc4)cc3)c2)cc1,0.8915987,459.2062,0.0401,3.5505,3.7783867406616647,,True,37,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3cccc(C=Cc4ccc(N=Nc5ccc(N=Nc6ccccc6)cc5)cc4)c3)cc2)cc1,0.8961284,473.531,0.06,3.0535,2.4630554373675846,,True,37,True,True,True,True
N#Cc1c(N=Nc2ccc(-c3ccc(N=Nc4ccc(-c5ccc(N=Nc6ccc([N+](=O)[O-])cc6)cc5)cc4)cc3)cc2)n(-c2ccc(C=Cc3ccc(-c4ccccc4)cc3)cc2)c(=O)c2ccccc12,0.8862364,475.4376,0.0487,3.6337,4.171804472833555,,True,37,True,True,False,False
CN(C)c1ccc(C=C2C(=Cc3c[nH]c4ccccc34)C(=O)c3ccccc32)cc1,0.9584192,467.4608,0.4321,2.4512,3.3724935463783443,,True,37,True,True,False,False
COc1ccc2ccccc2c1C=C1Oc2cc(NC(C)=O)c3ccccc3c2C=C1c1ccccc1,0.93603,476.7345,0.2823,2.6649,3.262494633582796,,True,37,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(C=Nc3ccc(N=Nc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9103695,466.3109,0.0799,2.843,1.862191313784864,,True,38,True,True,True,True
Oc1ccc(C=Cc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1N=Nc1ccccc1,0.9279494,450.0004,0.1637,2.7576,2.3306210896834028,,True,38,True,True,True,True
O=C(Nc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1)c1cccc2ccccc12,0.9464658,461.8101,0.2548,2.3872,2.728916641814296,,True,38,True,True,True,True
O=[N+](c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1)c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9128096,474.8427,0.1127,2.7551,2.103169858490083,,True,38,True,True,True,True
O=C(Nc1ccc(Br)cc1)c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.94747,464.3425,0.2736,2.3626,2.434813249041734,,True,38,True,True,True,True
CCCCOc1ccccc1C=c1nc2sc(=Cc3ccc(N)cc3)c(=O)n2c1=Cc1ccccc1,0.9449693,454.0729,0.2772,2.9011,4.121546224469306,,True,38,True,True,False,False
O=C(C=Cc1ccccc1)Nc1ccc(C=Cc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)cc3)cc2)cc1,0.8996649,459.9183,0.0491,2.8848,3.160532391675297,,True,38,True,True,False,False
Cn1c(-c2ccc([N+](=O)[O-])cc2)csc1=Nc1ccc(Oc2ccc(C=Cc3ccc(C=Cc4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4[N+](=O)[O-])cc3)cc2)cc1,0.8889563,473.2549,0.0481,3.4834,4.249538325903519,,True,38,True,True,False,False
O=[N+]([O-])c1cccc(C=CSc2ccc(C=Nc3sc4ccccc4c3[N+](=O)[O-])s2)c1,0.9201452,452.6772,0.1229,3.2352,3.894112533636165,,True,38,True,True,False,False
Cn1c2ccc(C=Cc3ccc(N=Nc4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)cc3)cc2c(=O)c2cc(N=Nc3ccc(C=Cc4ccc(N=Nc5ccc(C=Cc6ccc(N=Nc7ccc([N+](=O)[O-])cc7)cc6)cc5)cc4)cc3)ccc21,0.8776878,463.8166,0.0267,4.1129,3.6245706981238777,,True,38,True,False,False,False
COc1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,0.9204166,477.8509,0.1657,2.4043,2.175875904492559,,True,38,True,True,True,True
Nc1ccc2c([N+](=O)[O-])c(N)cc([N+](=O)[O-])c2c1,0.945744,479.5681,0.4717,2.6453,2.44522595315731,,True,38,True,True,True,True
CCN(C)C(=O)c1ccccc1NC(=S)NC(=O)c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,0.9340181,457.7888,0.1729,2.7477,2.98646545129042,,True,38,True,True,True,True
C=CCN(c1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccccc4)cc3)cc2)cc1)c1ccc(OC)cc1,0.9158574,463.6136,0.0934,2.8784,2.697624181946511,,True,39,True,True,True,True
O=C1C(=Cc2ccc(N=Nc3ccccc3)cc2)N=C(c2ccccc2)N1c1ccc(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,0.8977691,465.6376,0.0511,3.0765,4.229301418622988,,True,39,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(N=Cc6ccc(N=Nc7ccccc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8933862,472.9403,0.0534,3.1096,2.6091262193155504,,True,39,True,True,True,True
O=[N+]([O-])c1ccc(C=Cc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1,0.9404843,452.58,0.2248,2.2815,2.055695934033115,,True,39,True,True,True,True
N=C(N)c1cccc(-n2c(=[N+]=Cc3ccc(N=Nc4ccccc4)cc3)c3ccccc3c3ccccc32)c1,0.9136235,455.4335,0.0896,3.0516,4.1664558823418405,,True,39,True,True,False,False
Cn1c(-c2ccccc2)cc(-c2ccccc2)c1C=Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.9161786,467.3272,0.1002,2.7839,3.48633626866922,,True,39,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(C=Nc3ccc(-c4cccc([N+](=O)[O-])c4N=Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)cc2)cc1,0.8996017,453.1618,0.0578,3.3038,3.8453421624271966,,True,39,True,True,False,False
CC1=C(c2ccccc2)C(CC(=O)Nc2ccc(C)cc2)n2c(sc(=Cc3ccc4c(c3)C3CC(C)CN3c3ccccc3N4)c2=O)=N1,0.934837,460.8528,0.2088,4.0766,4.999997478349979,,True,39,True,False,False,False
c1ccc(N=Nc2ccc(N=Nc3ccc4nc(-c5ccc(N=Nc6ccc(-c7ccc(-c8ccccc8)s7)cc6)cc5)c5cc6ccccc6cc5c4c3)cc2)cc1,0.909891,454.2117,0.0816,3.204,4.581530898986667,,True,39,True,True,False,False
CCOc1ccc(-c2ccc(N=Nc3ccccc3)c(N=Nc3ccccc3)c2)cc1C(F)(F)F,0.9449275,459.6939,0.246,2.6731,3.154669193815052,,True,39,True,True,False,False
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1-c1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.930099,465.9141,0.159,2.7022,4.1299075211613,,True,40,True,True,False,False
O=C1c2cc(N=Nc3ccc(N=Nc4ccccc4)cc3)ccc2-c2cccc([N+](=O)[O-])c21,0.9232941,474.3342,0.1613,2.752,2.7421267761747683,,True,40,True,True,True,True
COc1ccc(C=Cc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)cc1N=Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.9108607,464.9376,0.0814,3.0448,2.660485420846649,,True,40,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc(N(c4ccccc4)c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,0.9214474,470.8054,0.1264,2.397,2.842168430697977,,True,40,True,True,True,True
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc4c(ccc5ccc(Cl)cc54)c3)cc2)cc1,0.9099041,476.9886,0.1118,2.6903,3.0257289651667643,,True,40,True,True,False,False
CCCCCCc1ccc(NC(=O)c2cc(C=Cc3ccc(N4CCCCC4)cc3)sc2C=Cc2ccc([N+](=O)[O-])cc2)cc1,0.9146263,465.2682,0.0918,2.8654,4.857345907066998,,True,40,True,True,False,False
Cc1cc(C(C#N)=Cc2cnc(N=Nc3ccccc3)s2)n(-c2ccc(N(C)C)cc2)n1,0.9306745,478.0521,0.2651,3.0704,4.5004844197589255,,True,40,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccccc2N=Nc2ccc3ccccc3c2)cc1,0.9369692,453.2883,0.2023,2.5444,2.1062660048554687,,True,40,True,True,True,True
COc1cc2c(cc1N=[N+]=[N-])N(c1ccc(N)cn1)C(=CC#N)c1ccccc1-2,0.944965,455.1016,0.2853,3.2644,3.6275865947467048,,True,40,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc5c(c4)Nc4ccccc4CN5)cc3)cc2)cc1,0.9163924,474.5142,0.1303,2.9694,3.661090919044354,,True,40,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(C=CC=Cc3ccc(N=Cc4ccc(N=Nc5ccccc5)cc4)cc3)cc2)cc1,0.9009824,455.2606,0.0555,2.9229,2.549038185469823,,True,40,True,True,True,True
N#CC(c1ccccc1)=c1nc(-c2ccccc2)c2ccccc2c1=Cc1cc2ccccc2n(-c2ccccc2)c1=O,0.9353617,473.2784,0.243,2.9041,4.789553307344288,,True,40,True,True,False,False
Nc1nn(CCCS)c2cc(-c3ccc4c(ccc5cc(C=Cc6ccc(N=Nc7ccc(-c8ccccc8)s7)cc6)sc54)c3)ccc12,0.9183424,467.0048,0.1179,3.4661,4.959804072438187,,True,40,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(-c4ccc5cccc(N(c6ccccc6)c6ccccc6)c5c4)cc3)cc2)cc1,0.9115166,469.7359,0.0908,2.8585,3.485119171359108,,True,40,True,True,False,False
COc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)c(N2CCN(Cc3cccc(C#N)c3)CC2)c1,0.9481753,460.7632,0.2743,2.5889,3.185362183235009,,True,40,True,True,False,False
N#Cc1ccc(N=Nc2ccc(N=Nc3ccc(C4C=Cc5ccccc5N4c4ccc(-c5ccc(C(F)(F)F)cc5)c([N+](=O)[O-])c4)cc3)cc2)cc1,0.9082493,468.4352,0.0889,3.8573,3.979803330720127,,True,40,True,True,False,False
CN(C)CC1CCN(c2cc3c(cc2N=[N+]=[N-])C(=O)c2ccccc2C3=O)CC1,0.9543927,465.7017,0.3802,2.8242,3.933761527357276,,True,41,True,True,False,False
O=C(Cc1ccccc1)Nc1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,0.9096539,477.7162,0.1138,2.588,2.757035340659435,,True,41,True,True,True,True
Nc1ccc2c(c1)C(=Nc1ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc1)Cc1cc(N=Nc3ccc([N+](=O)[O-])cc3)ccc1-2,0.9060926,472.8818,0.0869,3.2524,2.7456641985650663,,True,41,True,True,True,True
COc1ccc(C)cc1N=Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.9296028,479.9895,0.2705,2.5571,2.261497848166128,,True,41,True,True,True,True
c1ccc(N=Nc2ccc(N=Nc3ccc4c5ccccc5c5ccccc5c4c3)cc2)cc1,0.9378879,454.3141,0.1949,2.1769,2.7926239722472666,,True,41,True,True,True,True
c1ccc(N=Nc2cc(-c3ccccc3)ccc2N=Nc2ccc(-c3ccccc3)cc2)cc1,0.9439531,455.364,0.2369,2.1727,2.646792803069057,,True,41,True,True,True,True
COc1cc(C=Nc2ccc(C(C#N)NC(=O)c3ccc(C)cc3)cc2)ccc1N=Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.9140808,460.9429,0.0911,3.4578,3.655868233182016,,True,41,True,True,False,False
N#CC1=CN(c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)C(=Cc2ccc(N=Nc3ccccc3)cc2)c2ccccc21,0.9149178,469.95,0.1092,3.2689,3.119620001541293,,True,41,True,True,False,False
O=C(Nc1ccc(F)cc1)c1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1,0.9429623,461.0423,0.2223,2.3664,3.2082727809747933,,True,41,True,True,False,False
C(=Cc1ccc(N=Nc2ccccc2)c2ccccc12)c1cccc(C2N=c3ccccc3=NC2c2ccccc2)c1,0.9227902,451.1997,0.1494,3.7121,3.621454987191655,,True,41,True,True,False,False
O=C1N=C(c2ccccc2)C(=C(c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)N2C(=O)C(=Cc3ccc([N+](=O)[O-])cc3)c3ccccc32)C(=O)N1,0.9176875,467.3786,0.1134,3.2871,4.116573169701567,,True,41,True,True,False,False
O=[N+]([O-])c1ccc(N=Nc2ccc3c(ccc4cc(N=Nc5ccccc5[N+](=O)[O-])ccc43)c2)cc1,0.9174409,453.1012,0.1047,2.8422,2.8176038197474864,,True,41,True,True,True,True
[C-]#[N+]C=Cc1ccc(C=Cc2ccc(N=Cc3ccc(C=Cc4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)s3)cc2)s1,0.8991143,460.2429,0.0527,3.5496,3.529876848928703,,True,41,True,True,False,False
CCn1c(=Cc2ccc(N=Nc3ccc(OC)cc3)cc2)sc(=Cc2ccc(N=Nc3ccccc3)cc2)c1=O,0.9242111,476.5258,0.1901,2.9593,3.347363595737753,,True,41,True,True,False,False
O=CC(=Cc1ccccc1)N=NC(=Cc1ccc(N=Nc2ccccc2)cc1)C(=O)c1ccc(Cl)cc1,0.9128918,469.7241,0.0987,3.1163,3.3393806972543056,,True,41,True,True,False,False
